"fecha","AQI_SO2","AQI_NO2","AQI_PM10","AQI_CO","AQI_O3","ciudad","AQI","Nivel_Aire"
"2014-11-25",17,53,123,37,13,"Aotizhongxin",123,"Slightly Polluted"
"2014-11-26",22,76,179,51,1,"Aotizhongxin",179,"Lightly Polluted"
"2014-11-27",5,33,79,54,19,"Aotizhongxin",79,"Good"
"2014-11-28",12,45,100,28,14,"Aotizhongxin",100,"Good"
"2014-11-29",13,56,189,47,1,"Aotizhongxin",189,"Lightly Polluted"
"2014-11-3",2,30,42,18,36,"Aotizhongxin",42,"Excelent"
"2014-11-30",7,23,142,35,26,"Aotizhongxin",142,"Slightly Polluted"
"2014-11-4",10,46,101,30,22,"Aotizhongxin",101,"Slightly Polluted"
"2014-11-5",6,26,62,30,31,"Aotizhongxin",62,"Good"
"2014-11-6",2,13,19,10,30,"Aotizhongxin",30,"Excelent"
"2014-11-7",7,30,57,17,13,"Aotizhongxin",57,"Good"
"2014-11-8",7,36,64,23,31,"Aotizhongxin",64,"Good"
"2014-11-9",3,36,56,18,33,"Aotizhongxin",56,"Good"
"2014-12-1",5,9,62,7,23,"Aotizhongxin",62,"Good"
"2014-12-10",19,33,137,57,30,"Aotizhongxin",137,"Slightly Polluted"
"2014-12-11",9,18,37,12,27,"Aotizhongxin",37,"Excelent"
"2014-12-12",5,9,39,7,25,"Aotizhongxin",39,"Excelent"
"2014-12-13",13,27,82,22,19,"Aotizhongxin",82,"Good"
"2014-12-14",29,43,92,43,9,"Aotizhongxin",92,"Good"
"2014-12-15",17,27,98,57,27,"Aotizhongxin",98,"Good"
"2014-12-16",3,9,29,4,24,"Aotizhongxin",29,"Excelent"
"2014-12-17",14,20,58,17,25,"Aotizhongxin",58,"Good"
"2014-12-2",10,28,49,22,15,"Aotizhongxin",49,"Excelent"
"2014-12-3",7,14,55,36,30,"Aotizhongxin",55,"Good"
"2014-12-31",6,10,45,5,24,"Aotizhongxin",45,"Excelent"
"2014-12-4",4,9,26,6,29,"Aotizhongxin",29,"Excelent"
"2014-12-5",11,24,45,24,28,"Aotizhongxin",45,"Excelent"
"2014-12-6",20,38,68,43,17,"Aotizhongxin",68,"Good"
"2014-12-7",17,28,59,30,24,"Aotizhongxin",59,"Good"
"2014-12-8",17,35,68,31,16,"Aotizhongxin",68,"Good"
"2014-12-9",38,67,185,66,1,"Aotizhongxin",185,"Lightly Polluted"
"2014-2-1",31,30,87,22,3,"Aotizhongxin",87,"Good"
"2014-2-10",10,17,18,11,28,"Aotizhongxin",28,"Excelent"
"2014-2-11",35,37,72,26,16,"Aotizhongxin",72,"Good"
"2014-2-12",28,39,74,45,15,"Aotizhongxin",74,"Good"
"2014-2-13",44,43,111,42,4,"Aotizhongxin",111,"Slightly Polluted"
"2014-2-14",45,52,159,44,10,"Aotizhongxin",159,"Lightly Polluted"
"2014-2-15",58,60,269,59,9,"Aotizhongxin",269,"Heavily Polluted"
"2014-2-16",48,45,156,56,32,"Aotizhongxin",156,"Lightly Polluted"
"2014-2-17",37,33,65,29,28,"Aotizhongxin",65,"Good"
"2014-2-18",18,29,61,20,25,"Aotizhongxin",61,"Good"
"2014-2-19",20,27,60,23,34,"Aotizhongxin",60,"Good"
"2014-2-2",9,13,67,29,35,"Aotizhongxin",67,"Good"
"2014-2-20",22,41,138,28,9,"Aotizhongxin",138,"Slightly Polluted"
"2014-2-21",42,50,158,34,11,"Aotizhongxin",158,"Lightly Polluted"
"2014-2-22",59,53,175,45,9,"Aotizhongxin",175,"Lightly Polluted"
"2014-2-23",70,43,139,47,6,"Aotizhongxin",139,"Slightly Polluted"
"2014-2-24",74,59,174,50,10,"Aotizhongxin",174,"Lightly Polluted"
"2014-2-25",45,63,256,70,6,"Aotizhongxin",256,"Heavily Polluted"
"2014-2-26",51,51,162,56,16,"Aotizhongxin",162,"Lightly Polluted"
"2014-2-27",6,12,10,13,37,"Aotizhongxin",37,"Excelent"
"2014-2-28",18,37,74,26,25,"Aotizhongxin",74,"Good"
"2014-2-3",3,4,28,4,35,"Aotizhongxin",35,"Excelent"
"2014-2-4",10,11,34,11,32,"Aotizhongxin",34,"Excelent"
"2014-2-5",31,23,72,31,22,"Aotizhongxin",72,"Good"
"2014-2-6",38,32,82,35,18,"Aotizhongxin",82,"Good"
"2014-2-7",18,27,53,16,16,"Aotizhongxin",53,"Good"
"2014-2-8",12,17,39,23,32,"Aotizhongxin",39,"Excelent"
"2014-2-9",9,8,9,6,32,"Aotizhongxin",32,"Excelent"
"2014-3-1",15,19,47,13,39,"Aotizhongxin",47,"Excelent"
"2014-3-10",29,38,74,27,18,"Aotizhongxin",74,"Good"
"2014-3-11",47,44,121,40,45,"Aotizhongxin",121,"Slightly Polluted"
"2014-3-12",5,11,19,13,41,"Aotizhongxin",41,"Excelent"
"2014-3-13",8,21,66,11,37,"Aotizhongxin",66,"Good"
"2014-3-14",7,16,67,8,40,"Aotizhongxin",67,"Good"
"2014-3-15",26,50,123,24,32,"Aotizhongxin",123,"Slightly Polluted"
"2014-3-16",42,36,129,37,50,"Aotizhongxin",129,"Slightly Polluted"
"2014-3-17",15,28,151,26,38,"Aotizhongxin",151,"Lightly Polluted"
"2014-3-18",8,22,91,11,47,"Aotizhongxin",91,"Good"
"2014-3-19",9,27,80,16,37,"Aotizhongxin",80,"Good"
"2014-3-2",38,46,106,33,19,"Aotizhongxin",106,"Slightly Polluted"
"2014-3-20",3,12,28,6,43,"Aotizhongxin",43,"Excelent"
"2014-3-21",7,26,63,15,47,"Aotizhongxin",63,"Good"
"2014-3-22",10,34,98,19,49,"Aotizhongxin",98,"Good"
"2014-3-23",23,44,116,22,125,"Aotizhongxin",125,"Slightly Polluted"
"2014-3-24",30,59,157,28,89,"Aotizhongxin",157,"Lightly Polluted"
"2014-3-25",25,58,150,25,159,"Aotizhongxin",159,"Lightly Polluted"
"2014-3-26",28,64,196,29,163,"Aotizhongxin",196,"Lightly Polluted"
"2014-3-27",22,55,174,58,5,"Aotizhongxin",174,"Lightly Polluted"
"2014-3-28",14,34,105,28,48,"Aotizhongxin",105,"Slightly Polluted"
"2014-3-29",5,19,56,30,53,"Aotizhongxin",56,"Good"
"2014-3-3",61,49,150,64,1,"Aotizhongxin",150,"Slightly Polluted"
"2014-3-30",6,35,70,9,50,"Aotizhongxin",70,"Good"
"2014-3-31",19,45,120,34,53,"Aotizhongxin",120,"Slightly Polluted"
"2014-3-4",16,20,58,47,37,"Aotizhongxin",58,"Good"
"2014-3-5",8,23,33,11,34,"Aotizhongxin",34,"Excelent"
"2014-3-6",7,15,24,9,39,"Aotizhongxin",39,"Excelent"
"2014-3-7",14,29,62,17,34,"Aotizhongxin",62,"Good"
"2014-3-8",40,49,110,31,20,"Aotizhongxin",110,"Slightly Polluted"
"2014-3-9",24,38,82,22,38,"Aotizhongxin",82,"Good"
"2014-4-1",11,38,83,14,89,"Aotizhongxin",89,"Good"
"2014-4-10",18,29,253,20,32,"Aotizhongxin",253,"Heavily Polluted"
"2014-4-11",12,36,81,17,45,"Aotizhongxin",81,"Good"
"2014-4-12",16,44,99,19,85,"Aotizhongxin",99,"Good"
"2014-4-13",16,44,131,16,189,"Aotizhongxin",189,"Lightly Polluted"
"2014-4-14",20,45,157,24,196,"Aotizhongxin",196,"Lightly Polluted"
"2014-4-15",10,30,96,13,52,"Aotizhongxin",96,"Good"
"2014-4-16",8,41,86,12,34,"Aotizhongxin",86,"Good"
"2014-4-17",14,41,103,15,53,"Aotizhongxin",103,"Slightly Polluted"
"2014-4-18",10,37,101,22,92,"Aotizhongxin",101,"Slightly Polluted"
"2014-4-19",9,42,79,13,38,"Aotizhongxin",79,"Good"
"2014-4-2",15,34,106,15,135,"Aotizhongxin",135,"Slightly Polluted"
"2014-4-20",5,36,74,12,58,"Aotizhongxin",74,"Good"
"2014-4-21",5,35,82,9,50,"Aotizhongxin",82,"Good"
"2014-4-22",6,37,95,8,125,"Aotizhongxin",125,"Slightly Polluted"
"2014-4-23",15,24,120,20,139,"Aotizhongxin",139,"Slightly Polluted"
"2014-4-24",11,24,96,11,127,"Aotizhongxin",127,"Slightly Polluted"
"2014-4-25",11,47,131,17,195,"Aotizhongxin",195,"Lightly Polluted"
"2014-4-26",1,13,71,4,42,"Aotizhongxin",71,"Good"
"2014-4-29",13,30,98,11,177,"Aotizhongxin",177,"Lightly Polluted"
"2014-4-3",4,22,73,7,48,"Aotizhongxin",73,"Good"
"2014-4-30",12,39,112,12,190,"Aotizhongxin",190,"Lightly Polluted"
"2014-4-4",5,23,95,12,48,"Aotizhongxin",95,"Good"
"2014-4-5",4,20,74,6,46,"Aotizhongxin",74,"Good"
"2014-4-6",7,33,113,10,57,"Aotizhongxin",113,"Slightly Polluted"
"2014-4-7",12,42,126,13,158,"Aotizhongxin",158,"Lightly Polluted"
"2014-4-8",23,49,153,21,185,"Aotizhongxin",185,"Lightly Polluted"
"2014-4-9",12,31,150,20,52,"Aotizhongxin",150,"Slightly Polluted"
"2014-5-1",11,27,122,10,189,"Aotizhongxin",189,"Lightly Polluted"
"2014-5-10",17,28,72,15,48,"Aotizhongxin",72,"Good"
"2014-5-11",2,16,26,13,50,"Aotizhongxin",50,"Excelent"
"2014-5-12",4,27,65,11,115,"Aotizhongxin",115,"Slightly Polluted"
"2014-5-13",6,30,88,12,79,"Aotizhongxin",88,"Good"
"2014-5-14",3,16,62,5,43,"Aotizhongxin",62,"Good"
"2014-5-15",5,35,138,11,68,"Aotizhongxin",138,"Slightly Polluted"
"2014-5-16",6,30,99,13,98,"Aotizhongxin",99,"Good"
"2014-5-17",14,36,99,16,203,"Aotizhongxin",203,"Moderately Polluted"
"2014-5-18",15,32,130,11,222,"Aotizhongxin",222,"Moderately Polluted"
"2014-5-19",9,29,114,17,217,"Aotizhongxin",217,"Moderately Polluted"
"2014-5-2",1,11,53,7,48,"Aotizhongxin",53,"Good"
"2014-5-20",6,25,107,23,158,"Aotizhongxin",158,"Lightly Polluted"
"2014-5-21",14,32,121,19,230,"Aotizhongxin",230,"Moderately Polluted"
"2014-5-22",10,38,147,24,227,"Aotizhongxin",227,"Moderately Polluted"
"2014-5-23",11,28,107,10,206,"Aotizhongxin",206,"Moderately Polluted"
"2014-5-24",4,26,84,13,43,"Aotizhongxin",84,"Good"
"2014-5-25",1,15,92,13,48,"Aotizhongxin",92,"Good"
"2014-5-26",2,33,66,9,122,"Aotizhongxin",122,"Slightly Polluted"
"2014-5-27",2,25,80,7,60,"Aotizhongxin",80,"Good"
"2014-5-28",5,37,34,9,186,"Aotizhongxin",186,"Lightly Polluted"
"2014-5-29",7,49,51,15,210,"Aotizhongxin",210,"Moderately Polluted"
"2014-5-3",4,23,119,9,53,"Aotizhongxin",119,"Slightly Polluted"
"2014-5-30",20,39,99,25,271,"Aotizhongxin",271,"Heavily Polluted"
"2014-5-31",27,38,147,33,238,"Aotizhongxin",238,"Moderately Polluted"
"2014-5-4",1,9,52,7,42,"Aotizhongxin",52,"Good"
"2014-5-5",2,22,53,9,50,"Aotizhongxin",53,"Good"
"2014-5-6",17,33,93,15,69,"Aotizhongxin",93,"Good"
"2014-5-7",8,27,88,27,53,"Aotizhongxin",88,"Good"
"2014-5-8",10,30,94,15,146,"Aotizhongxin",146,"Slightly Polluted"
"2014-5-9",19,29,83,24,84,"Aotizhongxin",84,"Good"
"2014-6-1",2,16,54,10,162,"Aotizhongxin",162,"Lightly Polluted"
"2014-6-10",4,28,61,17,137,"Aotizhongxin",137,"Slightly Polluted"
"2014-6-11",2,20,42,18,92,"Aotizhongxin",92,"Good"
"2014-6-12",4,29,28,9,125,"Aotizhongxin",125,"Slightly Polluted"
"2014-6-13",4,29,53,14,200,"Aotizhongxin",200,"Lightly Polluted"
"2014-6-14",2,23,39,10,236,"Aotizhongxin",236,"Moderately Polluted"
"2014-6-15",6,36,80,22,233,"Aotizhongxin",233,"Moderately Polluted"
"2014-6-16",2,25,91,10,212,"Aotizhongxin",212,"Moderately Polluted"
"2014-6-17",1,22,65,18,171,"Aotizhongxin",171,"Lightly Polluted"
"2014-6-18",1,22,54,9,208,"Aotizhongxin",208,"Moderately Polluted"
"2014-6-19",2,31,86,24,115,"Aotizhongxin",115,"Slightly Polluted"
"2014-6-2",1,19,42,8,130,"Aotizhongxin",130,"Slightly Polluted"
"2014-6-20",1,16,41,16,115,"Aotizhongxin",115,"Slightly Polluted"
"2014-6-21",2,21,57,13,140,"Aotizhongxin",140,"Slightly Polluted"
"2014-6-22",1,21,30,7,147,"Aotizhongxin",147,"Slightly Polluted"
"2014-6-23",1,23,25,8,199,"Aotizhongxin",199,"Lightly Polluted"
"2014-6-24",3,34,55,10,212,"Aotizhongxin",212,"Moderately Polluted"
"2014-6-25",6,31,74,15,135,"Aotizhongxin",135,"Slightly Polluted"
"2014-6-26",4,21,85,16,232,"Aotizhongxin",232,"Moderately Polluted"
"2014-6-27",3,21,21,10,63,"Aotizhongxin",63,"Good"
"2014-6-28",5,29,23,16,90,"Aotizhongxin",90,"Good"
"2014-6-29",7,29,43,24,215,"Aotizhongxin",215,"Moderately Polluted"
"2014-6-3",4,30,49,10,194,"Aotizhongxin",194,"Lightly Polluted"
"2014-6-30",9,33,62,18,255,"Aotizhongxin",255,"Heavily Polluted"
"2014-6-4",5,36,52,11,198,"Aotizhongxin",198,"Lightly Polluted"
"2014-6-5",6,30,57,12,227,"Aotizhongxin",227,"Moderately Polluted"
"2014-6-6",5,27,52,27,74,"Aotizhongxin",74,"Good"
"2014-6-7",1,17,12,8,48,"Aotizhongxin",48,"Excelent"
"2014-6-8",4,33,28,16,137,"Aotizhongxin",137,"Slightly Polluted"
"2014-6-9",3,25,29,9,165,"Aotizhongxin",165,"Lightly Polluted"
"2014-7-1",8,28,78,15,214,"Aotizhongxin",214,"Moderately Polluted"
"2014-7-10",4,24,29,8,221,"Aotizhongxin",221,"Moderately Polluted"
"2014-7-11",2,26,29,7,101,"Aotizhongxin",101,"Slightly Polluted"
"2014-7-12",2,20,15,7,98,"Aotizhongxin",98,"Good"
"2014-7-13",2,28,19,8,92,"Aotizhongxin",92,"Good"
"2014-7-14",2,25,26,7,214,"Aotizhongxin",214,"Moderately Polluted"
"2014-7-15",2,19,47,6,199,"Aotizhongxin",199,"Lightly Polluted"
"2014-7-16",1,29,79,16,207,"Aotizhongxin",207,"Moderately Polluted"
"2014-7-17",1,28,90,28,90,"Aotizhongxin",90,"Good"
"2014-7-18",2,23,89,30,221,"Aotizhongxin",221,"Moderately Polluted"
"2014-7-19",1,22,57,6,151,"Aotizhongxin",151,"Lightly Polluted"
"2014-7-2",1,21,55,13,76,"Aotizhongxin",76,"Good"
"2014-7-20",1,16,55,9,173,"Aotizhongxin",173,"Lightly Polluted"
"2014-7-21",3,14,24,6,63,"Aotizhongxin",63,"Good"
"2014-7-22",3,23,13,9,26,"Aotizhongxin",26,"Excelent"
"2014-7-23",3,40,27,9,101,"Aotizhongxin",101,"Slightly Polluted"
"2014-7-24",2,42,59,17,79,"Aotizhongxin",79,"Good"
"2014-7-25",3,27,60,21,194,"Aotizhongxin",194,"Lightly Polluted"
"2014-7-26",4,25,74,13,234,"Aotizhongxin",234,"Moderately Polluted"
"2014-7-27",7,22,78,15,226,"Aotizhongxin",226,"Moderately Polluted"
"2014-7-28",4,18,85,11,209,"Aotizhongxin",209,"Moderately Polluted"
"2014-7-29",2,15,82,8,177,"Aotizhongxin",177,"Lightly Polluted"
"2014-7-3",1,27,126,15,203,"Aotizhongxin",203,"Moderately Polluted"
"2014-7-30",1,17,89,20,106,"Aotizhongxin",106,"Slightly Polluted"
"2014-7-31",1,20,128,18,208,"Aotizhongxin",208,"Moderately Polluted"
"2014-7-4",1,27,122,18,225,"Aotizhongxin",225,"Moderately Polluted"
"2014-7-5",1,25,84,17,195,"Aotizhongxin",195,"Lightly Polluted"
"2014-7-6",1,23,128,17,200,"Aotizhongxin",200,"Lightly Polluted"
"2014-7-7",1,26,105,14,191,"Aotizhongxin",191,"Lightly Polluted"
"2014-7-8",2,26,72,16,53,"Aotizhongxin",72,"Good"
"2014-7-9",3,32,27,11,100,"Aotizhongxin",100,"Good"
"2014-8-1",1,22,103,22,206,"Aotizhongxin",206,"Moderately Polluted"
"2014-8-10",1,21,34,9,189,"Aotizhongxin",189,"Lightly Polluted"
"2014-8-11",2,23,22,8,89,"Aotizhongxin",89,"Good"
"2014-8-12",2,27,25,8,204,"Aotizhongxin",204,"Moderately Polluted"
"2014-8-13",1,23,26,7,47,"Aotizhongxin",47,"Excelent"
"2014-8-14",2,26,29,7,207,"Aotizhongxin",207,"Moderately Polluted"
"2014-8-15",2,31,41,9,217,"Aotizhongxin",217,"Moderately Polluted"
"2014-8-16",2,34,53,12,223,"Aotizhongxin",223,"Moderately Polluted"
"2014-8-17",3,20,58,13,180,"Aotizhongxin",180,"Lightly Polluted"
"2014-8-18",2,25,70,11,205,"Aotizhongxin",205,"Moderately Polluted"
"2014-8-19",2,26,88,13,208,"Aotizhongxin",208,"Moderately Polluted"
"2014-8-2",1,26,83,10,233,"Aotizhongxin",233,"Moderately Polluted"
"2014-8-20",4,26,99,13,220,"Aotizhongxin",220,"Moderately Polluted"
"2014-8-21",2,33,109,16,231,"Aotizhongxin",231,"Moderately Polluted"
"2014-8-22",1,40,65,14,37,"Aotizhongxin",65,"Good"
"2014-8-23",2,38,99,14,222,"Aotizhongxin",222,"Moderately Polluted"
"2014-8-24",3,18,39,7,49,"Aotizhongxin",49,"Excelent"
"2014-8-25",2,25,40,12,50,"Aotizhongxin",50,"Excelent"
"2014-8-26",3,47,75,16,120,"Aotizhongxin",120,"Slightly Polluted"
"2014-8-27",4,45,89,11,170,"Aotizhongxin",170,"Lightly Polluted"
"2014-8-28",2,40,99,14,82,"Aotizhongxin",99,"Good"
"2014-8-29",1,23,68,13,149,"Aotizhongxin",149,"Slightly Polluted"
"2014-8-3",1,24,82,11,212,"Aotizhongxin",212,"Moderately Polluted"
"2014-8-30",1,40,101,24,50,"Aotizhongxin",101,"Slightly Polluted"
"2014-8-31",1,19,59,14,120,"Aotizhongxin",120,"Slightly Polluted"
"2014-8-4",1,26,36,9,25,"Aotizhongxin",36,"Excelent"
"2014-8-5",2,22,24,6,165,"Aotizhongxin",165,"Lightly Polluted"
"2014-8-6",2,30,34,8,77,"Aotizhongxin",77,"Good"
"2014-8-7",4,31,62,17,211,"Aotizhongxin",211,"Moderately Polluted"
"2014-8-8",3,27,57,15,210,"Aotizhongxin",210,"Moderately Polluted"
"2014-8-9",4,25,66,15,204,"Aotizhongxin",204,"Moderately Polluted"
"2014-9-1",1,34,77,29,39,"Aotizhongxin",77,"Good"
"2014-9-10",5,42,94,15,157,"Aotizhongxin",157,"Lightly Polluted"
"2014-9-11",4,43,99,20,74,"Aotizhongxin",99,"Good"
"2014-9-12",2,36,66,13,41,"Aotizhongxin",66,"Good"
"2014-9-13",5,32,81,16,129,"Aotizhongxin",129,"Slightly Polluted"
"2014-9-14",2,30,68,8,35,"Aotizhongxin",68,"Good"
"2014-9-15",3,21,50,8,48,"Aotizhongxin",50,"Excelent"
"2014-9-16",3,42,79,9,13,"Aotizhongxin",79,"Good"
"2014-9-17",2,34,65,8,26,"Aotizhongxin",65,"Good"
"2014-9-18",2,35,68,7,100,"Aotizhongxin",100,"Good"
"2014-9-19",4,42,95,15,74,"Aotizhongxin",95,"Good"
"2014-9-2",2,20,24,16,34,"Aotizhongxin",34,"Excelent"
"2014-9-20",3,36,96,17,154,"Aotizhongxin",154,"Lightly Polluted"
"2014-9-21",6,33,85,23,74,"Aotizhongxin",85,"Good"
"2014-9-22",3,39,84,34,14,"Aotizhongxin",84,"Good"
"2014-9-23",1,27,46,20,15,"Aotizhongxin",46,"Excelent"
"2014-9-24",2,21,36,17,37,"Aotizhongxin",37,"Excelent"
"2014-9-25",3,37,87,18,33,"Aotizhongxin",87,"Good"
"2014-9-26",5,36,90,23,42,"Aotizhongxin",90,"Good"
"2014-9-27",2,27,56,15,40,"Aotizhongxin",56,"Good"
"2014-9-28",5,44,83,23,31,"Aotizhongxin",83,"Good"
"2014-9-29",2,27,67,15,31,"Aotizhongxin",67,"Good"
"2014-9-3",2,31,21,10,9,"Aotizhongxin",31,"Excelent"
"2014-9-30",4,22,54,8,19,"Aotizhongxin",54,"Good"
"2014-9-4",4,32,76,10,149,"Aotizhongxin",149,"Slightly Polluted"
"2014-9-5",3,39,103,16,196,"Aotizhongxin",196,"Lightly Polluted"
"2014-9-6",2,27,102,23,191,"Aotizhongxin",191,"Lightly Polluted"
"2014-9-7",2,35,120,18,146,"Aotizhongxin",146,"Slightly Polluted"
"2014-9-8",2,14,33,7,47,"Aotizhongxin",47,"Excelent"
"2014-9-9",3,33,70,12,166,"Aotizhongxin",166,"Lightly Polluted"
"2015-1-1",12,25,54,23,24,"Aotizhongxin",54,"Good"
"2015-1-10",31,52,106,46,29,"Aotizhongxin",106,"Slightly Polluted"
"2015-1-11",8,21,43,15,21,"Aotizhongxin",43,"Excelent"
"2015-1-12",24,42,93,42,20,"Aotizhongxin",93,"Good"
"2015-1-13",36,50,122,45,9,"Aotizhongxin",122,"Slightly Polluted"
"2015-1-14",37,58,137,48,2,"Aotizhongxin",137,"Slightly Polluted"
"2015-1-15",23,66,187,75,2,"Aotizhongxin",187,"Lightly Polluted"
"2015-1-16",7,18,80,70,31,"Aotizhongxin",80,"Good"
"2015-1-17",16,29,57,35,20,"Aotizhongxin",57,"Good"
"2015-1-18",22,26,75,31,35,"Aotizhongxin",75,"Good"
"2015-1-19",15,31,57,23,26,"Aotizhongxin",57,"Good"
"2015-1-2",19,35,65,27,19,"Aotizhongxin",65,"Good"
"2015-1-20",28,40,77,29,16,"Aotizhongxin",77,"Good"
"2015-1-21",11,16,23,19,31,"Aotizhongxin",31,"Excelent"
"2015-1-22",24,43,87,44,21,"Aotizhongxin",87,"Good"
"2015-1-23",37,63,132,46,5,"Aotizhongxin",132,"Slightly Polluted"
"2015-1-24",19,37,72,48,15,"Aotizhongxin",72,"Good"
"2015-1-25",10,27,78,22,15,"Aotizhongxin",78,"Good"
"2015-1-26",6,17,67,42,32,"Aotizhongxin",67,"Good"
"2015-1-27",9,12,16,16,29,"Aotizhongxin",29,"Excelent"
"2015-1-28",9,24,29,20,23,"Aotizhongxin",29,"Excelent"
"2015-1-29",12,19,56,22,32,"Aotizhongxin",56,"Good"
"2015-1-3",42,60,121,47,3,"Aotizhongxin",121,"Slightly Polluted"
"2015-1-30",9,11,25,8,40,"Aotizhongxin",40,"Excelent"
"2015-1-31",11,22,42,20,30,"Aotizhongxin",42,"Excelent"
"2015-1-4",45,66,134,73,10,"Aotizhongxin",134,"Slightly Polluted"
"2015-1-5",34,34,104,61,29,"Aotizhongxin",104,"Slightly Polluted"
"2015-1-6",13,19,51,18,23,"Aotizhongxin",51,"Good"
"2015-1-7",20,33,61,27,14,"Aotizhongxin",61,"Good"
"2015-1-8",29,51,109,61,1,"Aotizhongxin",109,"Slightly Polluted"
"2015-1-9",24,34,72,48,30,"Aotizhongxin",72,"Good"
"2015-10-1",2,16,25,9,38,"Aotizhongxin",38,"Excelent"
"2015-10-10",1,6,14,4,34,"Aotizhongxin",34,"Excelent"
"2015-10-11",1,10,19,7,45,"Aotizhongxin",45,"Excelent"
"2015-10-12",2,29,32,9,47,"Aotizhongxin",47,"Excelent"
"2015-10-13",4,47,61,22,60,"Aotizhongxin",61,"Good"
"2015-10-14",10,66,97,42,65,"Aotizhongxin",97,"Good"
"2015-10-15",6,66,95,30,190,"Aotizhongxin",190,"Lightly Polluted"
"2015-10-16",9,80,136,56,216,"Aotizhongxin",216,"Moderately Polluted"
"2015-10-17",10,88,180,48,140,"Aotizhongxin",180,"Lightly Polluted"
"2015-10-18",5,34,66,32,31,"Aotizhongxin",66,"Good"
"2015-10-19",4,35,75,23,39,"Aotizhongxin",75,"Good"
"2015-10-2",1,32,57,13,89,"Aotizhongxin",89,"Good"
"2015-10-20",6,43,77,24,15,"Aotizhongxin",77,"Good"
"2015-10-21",2,26,46,21,17,"Aotizhongxin",46,"Excelent"
"2015-10-22",1,31,31,21,20,"Aotizhongxin",31,"Excelent"
"2015-10-23",1,38,52,18,37,"Aotizhongxin",52,"Good"
"2015-10-24",2,34,59,21,36,"Aotizhongxin",59,"Good"
"2015-10-25",2,38,54,16,18,"Aotizhongxin",54,"Good"
"2015-10-26",1,18,48,9,31,"Aotizhongxin",48,"Excelent"
"2015-10-27",2,23,38,24,34,"Aotizhongxin",38,"Excelent"
"2015-10-28",3,16,12,6,38,"Aotizhongxin",38,"Excelent"
"2015-10-29",2,13,16,7,36,"Aotizhongxin",36,"Excelent"
"2015-10-3",2,32,58,13,66,"Aotizhongxin",66,"Good"
"2015-10-30",3,31,49,16,30,"Aotizhongxin",49,"Excelent"
"2015-10-31",3,35,58,18,34,"Aotizhongxin",58,"Good"
"2015-10-4",5,54,105,24,202,"Aotizhongxin",202,"Moderately Polluted"
"2015-10-5",4,58,134,42,219,"Aotizhongxin",219,"Moderately Polluted"
"2015-10-6",6,68,181,42,233,"Aotizhongxin",233,"Moderately Polluted"
"2015-10-7",5,43,168,34,152,"Aotizhongxin",168,"Lightly Polluted"
"2015-10-8",1,9,20,5,37,"Aotizhongxin",37,"Excelent"
"2015-10-9",1,15,46,15,40,"Aotizhongxin",46,"Excelent"
"2015-11-1",5,49,76,19,29,"Aotizhongxin",76,"Good"
"2015-11-10",2,36,94,26,5,"Aotizhongxin",94,"Good"
"2015-11-11",3,35,83,30,13,"Aotizhongxin",83,"Good"
"2015-11-12",3,36,107,42,4,"Aotizhongxin",107,"Slightly Polluted"
"2015-11-13",8,42,138,49,3,"Aotizhongxin",138,"Slightly Polluted"
"2015-11-14",9,49,164,54,11,"Aotizhongxin",164,"Lightly Polluted"
"2015-11-15",8,45,131,69,36,"Aotizhongxin",131,"Slightly Polluted"
"2015-11-16",7,32,53,21,15,"Aotizhongxin",53,"Good"
"2015-11-17",5,30,61,37,16,"Aotizhongxin",61,"Good"
"2015-11-18",6,30,62,18,8,"Aotizhongxin",62,"Good"
"2015-11-19",3,27,64,28,2,"Aotizhongxin",64,"Good"
"2015-11-2",5,53,86,34,32,"Aotizhongxin",86,"Good"
"2015-11-20",7,27,56,37,3,"Aotizhongxin",56,"Good"
"2015-11-21",4,27,38,39,3,"Aotizhongxin",39,"Excelent"
"2015-11-22",3,27,47,20,21,"Aotizhongxin",47,"Excelent"
"2015-11-23",7,19,28,14,28,"Aotizhongxin",28,"Excelent"
"2015-11-24",4,27,27,18,26,"Aotizhongxin",27,"Excelent"
"2015-11-25",8,25,53,22,30,"Aotizhongxin",53,"Good"
"2015-11-26",8,20,36,22,32,"Aotizhongxin",36,"Excelent"
"2015-11-27",11,62,125,49,10,"Aotizhongxin",125,"Slightly Polluted"
"2015-11-28",10,68,163,66,14,"Aotizhongxin",163,"Lightly Polluted"
"2015-11-29",8,71,152,87,20,"Aotizhongxin",152,"Lightly Polluted"
"2015-11-3",9,60,117,37,68,"Aotizhongxin",117,"Slightly Polluted"
"2015-11-30",3,64,136,89,6,"Aotizhongxin",136,"Slightly Polluted"
"2015-11-4",8,77,143,32,8,"Aotizhongxin",143,"Slightly Polluted"
"2015-11-5",7,36,81,23,19,"Aotizhongxin",81,"Good"
"2015-11-6",3,18,19,12,26,"Aotizhongxin",26,"Excelent"
"2015-11-7",2,16,15,8,27,"Aotizhongxin",27,"Excelent"
"2015-11-8",3,29,51,17,26,"Aotizhongxin",51,"Good"
"2015-11-9",2,38,95,36,7,"Aotizhongxin",95,"Good"
"2015-12-1",17,86,302,93,8,"Aotizhongxin",302,"Severely Polluted"
"2015-12-10",11,36,81,58,39,"Aotizhongxin",81,"Good"
